name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;988;0;988;3077;1603;3077;1302;0
header;145;132;145;177;1773;177;1773;132
A;1040;126;1040;127;1042;127;1042;126
B;1143;805;1143;822;1153;822;1153;805
B;1080;1141;1080;1152;1088;1152;1088;1141
B;1340;1221;1340;1239;1355;1239;1355;1221
B;1393;1267;1393;1285;1407;1285;1407;1267
A;1410;1684;1410;1700;1418;1700;1418;1684
B;1410;1775;1410;1792;1420;1792;1420;1775
A;1260;2364;1260;2364;1261;2364;1261;2364
B;1051;2468;1051;2487;1065;2487;1065;2468
A;1300;2738;1300;2738;1300;2738;1300;2738
A;1447;2938;1447;2940;1450;2940;1450;2938
